experiment,folder,choice_set,alternative,R,O,Y,G,B,P,UV,intensity,no_choice,max_count
7,T15F0F0F0T10F0T0F0F0F0F0F0F0F0T25F0,697,3_none,0,0,0,0,0,0,0,0,1,72
7,T15F0F0T10F0F0F0F0T27F0F0F0T26F0T13F0,654,1_left,0.572057284,0,0,0.427942716,0,0,0,-1,0,1
7,T15F0F0T10F0F0F0F0T27F0F0F0T26F0T13F0,654,2_right,0.45939689,0,0,0,0.372174266,0,0.168428844,1,0,14
7,T15F0F0T10F0F0F0F0T27F0F0F0T26F0T13F0,654,3_none,0,0,0,0,0,0,0,0,1,65
7,T15F0T15F0F0F0T0F0T10F0T16F0T12F0T12F0,660,1_left,0.554271462,0,0.441251277,0,0,0,0.004477262,-1,0,3
7,T15F0T15F0F0F0T0F0T10F0T16F0T12F0T12F0,660,2_right,0.261248144,0,0.246783519,0,0.24901686,0,0.242951477,0.004566766,0,12
7,T15F0T15F0F0F0T0F0T10F0T16F0T12F0T12F0,660,3_none,0,0,0,0,0,0,0,0,1,65
7,T16T18T14F0F0F0T11F0F0F0F0T11T12F0F0F0,725,1_left,0.285087002,0.275383574,0.214164149,0,0,0,0.225365276,0.027991166,0,11
7,T16T18T14F0F0F0T11F0F0F0F0T11T12F0F0F0,725,2_right,0,0,0,0.496131701,0.503868299,0,0,-1,0,1
7,T16T18T14F0F0F0T11F0F0F0F0T11T12F0F0F0,725,3_none,0,0,0,0,0,0,0,0,1,68
7,T17T25T0F0F0T19T19F0F0F0F0F0F0F0T51F0,721,1_left,0.209850155,0.262653066,3.20E-18,0,0,0.266284056,0.261212723,1,0,7
7,T17T25T0F0F0T19T19F0F0F0F0F0F0F0T51F0,721,2_right,0,0,0,0,0,0,1,0.026915629,0,11
7,T17T25T0F0F0T19T19F0F0F0F0F0F0F0T51F0,721,3_none,0,0,0,0,0,0,0,0,1,62
7,T18F0F0F0F0T16T15F0F0F0F0F0F0F0T75F0,680,1_left,0.338056769,0,0,0,0,0.349176349,0.312766881,-0.015384721,0,4
7,T18F0F0F0F0T16T15F0F0F0F0F0F0F0T75F0,680,2_right,0,0,0,0,0,0,1,1,0,4
7,T18F0F0F0F0T16T15F0F0F0F0F0F0F0T75F0,680,3_none,0,0,0,0,0,0,0,0,1,72
7,T33T40F0F0F0F0T13F0F0F0F0F0F0T37T37F0,687,1_left,0.411602283,0.413754198,0,0,0,0,0.174643519,1,0,5
7,T33T40F0F0F0F0T13F0F0F0F0F0F0T37T37F0,687,2_right,0,0,0,0,0,0.511374143,0.488625857,1,0,6
7,T33T40F0F0F0F0T13F0F0F0F0F0F0T37T37F0,687,3_none,0,0,0,0,0,0,0,0,1,69
7,T34F0T35F0F0F0T17F0F0F0F0F0F0F0T51F0,727,1_left,0.414992656,0,0.351863973,0,0,0,0.233143371,1,0,7
7,T34F0T35F0F0F0T17F0F0F0F0F0F0F0T51F0,727,2_right,0,0,0,0,0,0,1,0.02540224,0,10
7,T34F0T35F0F0F0T17F0F0F0F0F0F0F0T51F0,727,3_none,0,0,0,0,0,0,0,0,1,63
7,T36F0F0T23F0F0T16F0F0F0F0F0F0F0T51F0,703,1_left,0.439106461,0,0,0.334319094,0,0,0.226574446,1,0,9
7,T36F0F0T23F0F0T16F0F0F0F0F0F0F0T51F0,703,2_right,0,0,0,0,0,0,1,0.022152739,0,9
7,T36F0F0T23F0F0T16F0F0F0F0F0F0F0T51F0,703,3_none,0,0,0,0,0,0,0,0,1,62
7,T38F0F0F0F0T37F0F0F0F0T46F0F0T38F0F0,693,1_left,0.46474179,0,0,0,0,0.53525821,0,1,0,4
7,T38F0F0F0F0T37F0F0F0F0T46F0F0T38F0F0,693,2_right,0,0,0.465242134,0,0,0.534757866,0,1,0,4
7,T38F0F0F0F0T37F0F0F0F0T46F0F0T38F0F0,693,3_none,0,0,0,0,0,0,0,0,1,72
7,T81F0F0F0F0F0F0F0F0F0F0F0F0F0T25F0,719,1_left,1,0,0,0,0,0,0,1,0,0
7,T81F0F0F0F0F0F0F0F0F0F0F0F0F0T25F0,719,2_right,0,0,0,0,0,0,1,-1,0,8
7,T81F0F0F0F0F0F0F0F0F0F0F0F0F0T25F0,719,3_none,0,0,0,0,0,0,0,0,1,72
7,T9F0F0T6F0T9F0F0F0F0F0F0T9T14F0F0,723,1_left,0.344155142,0,0,0.261881816,0,0.393963041,0,-1,0,4
7,T9F0F0T6F0T9F0F0F0F0F0F0T9T14F0F0,723,2_right,0,0,0,0,0.395093785,0.604906215,0,-1,0,3
7,T9F0F0T6F0T9F0F0F0F0F0F0T9T14F0F0,723,3_none,0,0,0,0,0,0,0,0,1,73
7,T9F0T8T6F0F0T4F0F0F0F0F0F0T72F0F0,745,1_left,0.32338632,0,0.255548655,0.273113071,0,0,0.147951954,-1,0,7
7,T9F0T8T6F0F0T4F0F0F0F0F0F0T72F0F0,745,2_right,0,0,0,0,0,1,0,1,0,6
7,T9F0T8T6F0F0T4F0F0F0F0F0F0T72F0F0,745,3_none,0,0,0,0,0,0,0,0,1,67
7,T9T12F0F0T7F0T0F0F0F0T46F0F0F0T41F0,743,1_left,0.325805058,0.371006544,0,0,0.289932395,0,0.013256003,-1,0,3
7,T9T12F0F0T7F0T0F0F0F0T46F0F0F0T41F0,743,2_right,0,0,0.460865634,0,0,0,0.539134366,1,0,13
7,T9T12F0F0T7F0T0F0F0F0T46F0F0F0T41F0,743,3_none,0,0,0,0,0,0,0,0,1,64
